engine, url, category, query, notes
google scholar, https://scholar.google.com/, all, "hd map" | "high definition map" | "high precision map"
google scholar, https://scholar.google.com/, survey, ("hd map" | "high definition map" | "high precision map") ("review" | "survey" | "overview")
google scholar, https://scholar.google.com/, crowdsourcing, ("hd map" | "high definition map" | "high precision map") ("crowdsource")
arxiv, https://arxiv.org/, all, https://arxiv.org/search/advanced?advanced=1&terms-0-operator=AND&terms-0-term=%22hd+map%22&terms-0-field=all&terms-1-operator=OR&terms-1-term=%22high+definition+map%22&terms-1-field=all&terms-2-operator=OR&terms-2-term=%22high+precision+map%22&terms-2-field=all&classification-computer_science=y&classification-physics_archives=all&classification-include_cross_list=include&date-filter_by=all_dates&date-year=&date-from_date=&date-to_date=&date-date_type=submitted_date&abstracts=show&size=200&order=-announced_date_first
